tim_day,username,start_date,end_date,country,site,department,division,function
2025-09-01,user_0264,2023-06-25,,Brazil,MLB,Compliance,Risk & Compliance,Manager
2025-02-01,user_0496,2021-09-14,,Brazil,MLB,Sellers Growth,Marketplace,Senior Analyst
2025-05-01,user_0611,2024-10-12,,Brazil,MLB,Catalog,Marketplace,Senior Analyst
2025-05-01,user_0060,2022-04-18,,Argentina,MLA,FP&A,Finance,Senior Analyst
2025-06-01,user_0140,2024-06-09,,Peru,MPE,Last Mile,Shipping,Representative
2025-02-01,user_0201,2024-10-14,,Brazil,MLB,HR Business Partner,People,Recruiter
2025-01-01,user_0648,2021-03-06,,Brazil,MLB,Compliance,Risk & Compliance,Manager
2025-12-01,user_0200,2024-11-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-06-01,user_0267,2018-02-07,,Colombia,MCO,Operations,Shipping,Representative
2025-11-01,user_0311,2020-10-10,,Colombia,MCO,Operations,Shipping,Manager
2025-12-01,user_0088,2024-08-29,,Brazil,MLB,Insurance,Fintech,Risk Analyst
2025-11-01,user_0226,2024-01-16,,Argentina,MLA,Fraud Prevention,Fintech,Senior Analyst
2025-08-01,user_0536,2025-03-04,,Argentina,MLA,Compliance,Risk & Compliance,Manager
2025-07-01,user_0121,2025-06-17,,Ecuador,MEC,Buyers Experience,Marketplace,Coordinator
2025-04-01,user_0322,2020-10-22,2025-04-26,Argentina,MLA,Treasury,Finance,Financial Analyst
2025-11-01,user_0686,2019-06-17,,Chile,MLC,Digital Marketing,Marketing,Analyst
2025-10-01,user_0290,2018-10-11,,Ecuador,MEC,Performance,Advertising,Account Manager
2025-04-01,user_0498,2019-11-13,,Mexico,MLM,Sellers Growth,Marketplace,Lead
2025-07-01,user_0760,2022-12-16,,Ecuador,MEC,Publisher,Advertising,Manager
2025-09-01,user_0492,2023-11-06,,Uruguay,MLU,GMV Analytics,Marketplace,Analyst
2025-11-01,user_0299,2024-04-12,,United States,USA,Credit,Fintech,Specialist
2025-11-01,user_0486,2024-02-05,,Venezuela,MLV,Operational Risk,Risk & Compliance,Risk Analyst
2025-05-01,user_0467,2019-04-10,,Mexico,MLM,Product Design,Products,Product Analyst
2025-09-01,user_0216,2018-03-10,,Argentina,MLA,DevOps,IT,Manager
2025-10-01,user_0643,2019-02-07,,Colombia,MCO,Publisher,Advertising,Senior Analyst
2025-09-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-01-01,user_0714,2019-03-28,,Mexico,MLM,Credit,Fintech,Manager
2025-11-01,user_0154,2018-10-07,,Mexico,MLM,Product Management,Products,Product Analyst
2025-11-01,user_0009,2018-08-18,,United States,USA,Insurance,Fintech,Analyst
2025-02-01,user_0228,2019-07-18,2025-11-09,Brazil,MLB,GMV Analytics,Marketplace,Coordinator
2025-12-01,user_0608,2019-08-20,,Brazil,MLB,Sellers Growth,Marketplace,Senior Analyst
2025-07-01,user_0362,2018-04-17,,Argentina,MLA,Compliance,Risk & Compliance,Compliance Officer
2025-05-01,user_0707,2021-01-14,,Venezuela,MLV,Infrastructure,IT,Software Engineer
2025-07-01,user_0320,2021-11-08,,Argentina,MLA,Credit,Fintech,Specialist
2025-01-01,user_0451,2021-11-05,,Uruguay,MLU,Operations,Shipping,Analyst
2025-08-01,user_0120,2020-12-09,,Brazil,MLB,Agency,Advertising,Manager
2025-02-01,user_0019,2024-03-01,,Venezuela,MLV,Internal Audit,Internal Audit,Internal Auditor
2025-02-01,user_0369,2019-08-04,,Peru,MPE,Payments,Fintech,Senior Analyst
2025-02-01,user_0394,2024-06-01,,Uruguay,MLU,Treasury,Finance,Controller
2025-02-01,user_0579,2022-10-30,,Argentina,MLA,Regulatory Affairs,Legal & QA,QA Analyst
2025-08-01,user_0095,2020-10-30,,Argentina,MLA,Talent Acquisition,People,Manager
2025-03-01,user_0314,2021-04-13,,Venezuela,MLV,Compliance,Risk & Compliance,Senior Analyst
2025-07-01,user_0345,2023-07-14,,Argentina,MLA,Infrastructure,IT,DevOps Engineer
2025-02-01,user_0511,2023-09-14,,Chile,MLC,Content,Marketing,Senior Analyst
2025-04-01,user_0114,2021-03-18,,Chile,MLC,Digital Marketing,Marketing,Specialist
2025-08-01,user_0619,2020-04-07,,Argentina,MLA,Credit,Fintech,Analyst
2025-04-01,user_0094,2019-10-21,,Brazil,MLB,Last Mile,Shipping,Analyst
2025-04-01,user_0708,2024-11-11,,Ecuador,MEC,Product Design,Products,UX Designer
2025-08-01,user_0316,2021-08-12,,Peru,MPE,Buyers Experience,Marketplace,Senior Analyst
2025-07-01,user_0388,2018-11-20,,Argentina,MLA,Agency,Advertising,Senior Analyst
2025-07-01,user_0110,2018-02-08,,Brazil,MLB,Publisher,Advertising,Account Manager
2025-04-01,user_0631,2020-01-07,,Mexico,MLM,Tax,Finance,Controller
2025-06-01,user_0756,2022-01-24,2025-11-24,Brazil,MLB,Insurance,Fintech,Manager
2025-04-01,user_0321,2019-10-10,,Brazil,MLB,Product Analytics,Products,Product Manager
2025-04-01,user_0384,2020-12-21,2025-11-06,Peru,MPE,Fraud Prevention,Fintech,Risk Analyst
2025-05-01,user_0345,2023-07-14,,Argentina,MLA,Infrastructure,IT,DevOps Engineer
2025-08-01,user_0302,2023-06-28,,Mexico,MLM,Operations,Shipping,Manager
2025-10-01,user_0632,2019-04-29,,Argentina,MLA,Payments,Fintech,Analyst
2025-07-01,user_0796,2019-08-29,,Uruguay,MLU,Talent Acquisition,People,Recruiter
2025-11-01,user_0425,2019-05-22,,Chile,MLC,Sellers Growth,Marketplace,Coordinator
2025-05-01,user_0544,2021-03-09,,Brazil,MLB,Compensation,People,HR Business Partner
2025-12-01,user_0288,2021-08-27,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-02-01,user_0668,2024-03-11,,Chile,MLC,HR Business Partner,People,Manager
2025-10-01,user_0610,2020-08-03,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-12-01,user_0029,2020-06-10,,Colombia,MCO,DevOps,IT,Software Engineer
2025-07-01,user_0258,2024-10-13,,Brazil,MLB,CRM,Marketing,Analyst
2025-04-01,user_0458,2021-03-24,,Mexico,MLM,UX Research,Products,Researcher
2025-10-01,user_0238,2021-04-23,,Chile,MLC,Treasury,Finance,Financial Analyst
2025-02-01,user_0783,2022-05-23,,Chile,MLC,AML,Risk & Compliance,Senior Analyst
2025-10-01,user_0139,2020-05-21,,United States,USA,Compliance,Risk & Compliance,Risk Analyst
2025-12-01,user_0409,2022-09-11,,Brazil,MLB,Catalog,Marketplace,Manager
2025-05-01,user_0303,2023-02-19,,Mexico,MLM,Product Design,Products,Product Analyst
2025-07-01,user_0729,2020-12-31,,Peru,MPE,CRM,Marketing,Marketing Manager
2025-12-01,user_0028,2023-02-07,,Brazil,MLB,Catalog,Marketplace,Manager
2025-11-01,user_0354,2021-12-28,,Brazil,MLB,Credit,Fintech,Analyst
2025-05-01,user_0213,2019-08-14,,United States,USA,Last Mile,Shipping,Supervisor
2025-10-01,user_0340,2019-02-26,,Mexico,MLM,Buyers Experience,Marketplace,Manager
2025-05-01,user_0762,2018-11-18,,Brazil,MLB,Credit,Fintech,Senior Analyst
2025-05-01,user_0788,2024-08-05,2025-07-13,Mexico,MLM,Treasury,Finance,Financial Analyst
2025-06-01,user_0386,2019-02-01,2025-07-27,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-06-01,user_0026,2024-01-24,,Argentina,MLA,Data Engineering,IT,Data Engineer
2025-04-01,user_0224,2024-02-03,,Ecuador,MEC,Security,IT,Analyst
2025-09-01,user_0458,2021-03-24,,Mexico,MLM,Fulfillment,Shipping,Analyst
2025-12-01,user_0444,2024-12-13,,Brazil,MLB,Fraud Prevention,Fintech,Manager
2025-11-01,user_0396,2023-07-07,,Uruguay,MLU,GMV Analytics,Marketplace,Manager
2025-08-01,user_0406,2024-10-30,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-11-01,user_0706,2024-08-28,,Peru,MPE,Sellers Growth,Marketplace,Senior Analyst
2025-03-01,user_0175,2020-08-31,,Mexico,MLM,Content,Marketing,Analyst
2025-07-01,user_0402,2022-05-03,2025-11-20,Mexico,MLM,Last Mile,Shipping,Representative
2025-02-01,user_0127,2020-08-12,,Brazil,MLB,CRM,Marketing,Senior Analyst
2025-04-01,user_0274,2024-05-10,,Brazil,MLB,Brand,Advertising,Senior Analyst
2025-09-01,user_0379,2024-02-19,,Brazil,MLB,Catalog,Marketplace,Senior Analyst
2025-01-01,user_0005,2022-03-31,2025-07-01,Brazil,MLB,Catalog,Marketplace,Lead
2025-07-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-04-01,user_0551,2022-09-26,,Colombia,MCO,Product Analytics,Products,UX Designer
2025-03-01,user_0071,2021-11-23,,Brazil,MLB,Data Engineering,IT,Manager
2025-03-01,user_0301,2018-09-14,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-09-01,user_0400,2023-03-17,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-02-01,user_0282,2024-09-15,,Argentina,MLA,GMV Analytics,Marketplace,Lead
2025-08-01,user_0518,2020-03-07,,Uruguay,MLU,Last Mile,Shipping,Coordinator
2025-07-01,user_0174,2025-04-21,,Chile,MLC,Logistics,Shipping,Representative
2025-12-01,user_0362,2018-04-17,,Argentina,MLA,Compliance,Risk & Compliance,Compliance Officer
2025-06-01,user_0537,2023-09-22,,Chile,MLC,Operational Risk,Risk & Compliance,Manager
2025-10-01,user_0737,2019-11-13,,Colombia,MCO,GMV Analytics,Marketplace,Manager
2025-09-01,user_0689,2020-11-23,,Brazil,MLB,Catalog,Marketplace,Manager
2025-03-01,user_0685,2021-03-06,,Brazil,MLB,Catalog,Marketplace,Manager
2025-04-01,user_0770,2018-06-16,2025-10-11,Mexico,MLM,Publisher,Advertising,Manager
2025-10-01,user_0177,2018-10-05,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-11-01,user_0567,2024-09-18,,Brazil,MLB,Fulfillment,Shipping,Analyst
2025-10-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-08-01,user_0755,2020-01-21,,Argentina,MLA,Product Design,Products,UX Designer
2025-01-01,user_0300,2024-11-20,,Venezuela,MLV,UX Research,Products,Researcher
2025-05-01,user_0381,2022-08-04,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-03-01,user_0663,2022-01-11,2025-06-25,Argentina,MLA,Logistics,Shipping,Representative
2025-06-01,user_0474,2022-11-28,,Mexico,MLM,Insurance,Fintech,Specialist
2025-08-01,user_0747,2024-08-02,,Argentina,MLA,Catalog,Marketplace,Coordinator
2025-09-01,user_0245,2018-10-10,,Brazil,MLB,Logistics,Shipping,Supervisor
2025-08-01,user_0270,2020-02-26,,Uruguay,MLU,Sellers Growth,Marketplace,Lead
2025-05-01,user_0447,2020-03-13,,Venezuela,MLV,Content,Marketing,Analyst
2025-06-01,user_0522,2022-08-17,,Argentina,MLA,Infrastructure,IT,Software Engineer
2025-06-01,user_0259,2021-09-25,,Brazil,MLB,CRM,Marketing,Specialist
2025-05-01,user_0767,2019-02-09,,Colombia,MCO,HR Business Partner,People,HR Analyst
2025-06-01,user_0714,2019-03-28,,Mexico,MLM,CRM,Marketing,Specialist
2025-02-01,user_0711,2018-06-26,2025-08-06,Venezuela,MLV,Product Analytics,Products,Researcher
2025-09-01,user_0183,2022-02-16,,Argentina,MLA,Security,IT,Analyst
2025-04-01,user_0716,2019-06-06,2025-11-19,Brazil,MLB,Brand Strategy,Marketing,Marketing Manager
2025-12-01,user_0157,2023-05-03,,Venezuela,MLV,Tax,Finance,Senior Analyst
2025-06-01,user_0239,2024-02-28,,Ecuador,MEC,Agency,Advertising,Manager
2025-08-01,user_0255,2021-05-13,,Chile,MLC,Security,IT,DevOps Engineer
2025-08-01,user_0792,2021-01-24,2025-10-30,Brazil,MLB,Digital Marketing,Marketing,Analyst
2025-04-01,user_0446,2025-03-26,,United States,USA,Insurance,Fintech,Analyst
2025-11-01,user_0050,2022-07-31,,Mexico,MLM,Product Design,Products,Product Analyst
2025-04-01,user_0135,2020-07-24,,Colombia,MCO,CRM,Marketing,Specialist
2025-12-01,user_0145,2020-06-01,,Brazil,MLB,Product Analytics,Products,Researcher
2025-02-01,user_0629,2023-12-07,,Mexico,MLM,Performance,Advertising,Analyst
2025-05-01,user_0243,2024-04-28,2025-09-25,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-05-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-06-01,user_0746,2022-12-25,,Argentina,MLA,Fulfillment,Shipping,Supervisor
2025-02-01,user_0052,2020-05-25,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-09-01,user_0730,2019-05-18,,Brazil,MLB,Fulfillment,Shipping,Manager
2025-12-01,user_0376,2022-09-15,,Argentina,MLA,Data Engineering,IT,Data Engineer
2025-02-01,user_0733,2018-04-03,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-09-01,user_0773,2024-08-15,,Mexico,MLM,Product Design,Products,UX Designer
2025-12-01,user_0431,2022-01-15,,Mexico,MLM,Buyers Experience,Marketplace,Analyst
2025-04-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-06-01,user_0137,2022-03-07,,Ecuador,MEC,Sellers Growth,Marketplace,Analyst
2025-01-01,user_0328,2021-12-10,,Brazil,MLB,Sellers Growth,Marketplace,Lead
2025-12-01,user_0604,2022-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-07-01,user_0441,2024-06-05,,Mexico,MLM,Operations,Shipping,Representative
2025-10-01,user_0423,2019-06-22,,Ecuador,MEC,Brand,Advertising,Manager
2025-10-01,user_0079,2021-11-09,,Argentina,MLA,Insurance,Fintech,Risk Analyst
2025-10-01,user_0780,2024-01-24,,Brazil,MLB,Product Analytics,Products,Product Analyst
2025-09-01,user_0297,2022-11-30,,Argentina,MLA,DevOps,IT,Analyst
2025-01-01,user_0616,2018-07-21,,Mexico,MLM,Internal Audit,Internal Audit,Audit Manager
2025-03-01,user_0149,2022-09-07,,Brazil,MLB,Fraud Prevention,Fintech,Specialist
2025-12-01,user_0511,2023-09-14,,Chile,MLC,Content,Marketing,Senior Analyst
2025-09-01,user_0108,2021-05-11,,Brazil,MLB,Security,IT,Analyst
2025-11-01,user_0259,2021-09-25,,Brazil,MLB,CRM,Marketing,Specialist
2025-01-01,user_0496,2021-09-14,,Brazil,MLB,Sellers Growth,Marketplace,Senior Analyst
2025-11-01,user_0668,2024-03-11,,Chile,MLC,HR Business Partner,People,Manager
2025-09-01,user_0648,2021-03-06,,Brazil,MLB,Compliance,Risk & Compliance,Manager
2025-03-01,user_0400,2023-03-17,,Brazil,MLB,GMV Analytics,Marketplace,Senior Analyst
2025-02-01,user_0025,2023-03-10,,Brazil,MLB,Performance,Advertising,Account Manager
2025-07-01,user_0224,2024-02-03,,Ecuador,MEC,Security,IT,Analyst
2025-09-01,user_0647,2018-03-04,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-07-01,user_0193,2023-01-26,,Uruguay,MLU,Brand,Advertising,Senior Analyst
2025-11-01,user_0437,2025-06-10,,Mexico,MLM,Infrastructure,IT,Analyst
2025-07-01,user_0795,2023-12-23,,Brazil,MLB,Agency,Advertising,Manager
2025-02-01,user_0336,2020-09-04,2025-03-17,Chile,MLC,Data Engineering,IT,Analyst
2025-10-01,user_0288,2021-08-27,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-09-01,user_0233,2023-04-02,,Argentina,MLA,Product Analytics,Products,UX Designer
2025-09-01,user_0615,2018-06-23,,Mexico,MLM,Digital Marketing,Marketing,Analyst
2025-02-01,user_0354,2021-12-28,,Brazil,MLB,Infrastructure,IT,Data Engineer
2025-04-01,user_0670,2022-02-18,2025-10-05,Ecuador,MEC,Credit Risk,Risk & Compliance,Risk Analyst
2025-03-01,user_0193,2023-01-26,,Uruguay,MLU,Brand,Advertising,Senior Analyst
2025-12-01,user_0289,2020-01-07,,Argentina,MLA,Buyers Experience,Marketplace,Lead
2025-05-01,user_0772,2023-07-07,,Brazil,MLB,Catalog,Marketplace,Manager
2025-03-01,user_0237,2022-01-12,,Colombia,MCO,L&D,People,HR Analyst
2025-05-01,user_0452,2024-03-17,,Brazil,MLB,Last Mile,Shipping,Supervisor
2025-05-01,user_0093,2022-11-21,,Mexico,MLM,Last Mile,Shipping,Coordinator
2025-09-01,user_0373,2021-07-27,,Ecuador,MEC,Compensation,People,HR Analyst
2025-05-01,user_0103,2023-04-22,,Argentina,MLA,DevOps,IT,Data Engineer
2025-10-01,user_0015,2023-09-11,,Brazil,MLB,GMV Analytics,Marketplace,Lead
2025-05-01,user_0217,2024-06-27,,United States,USA,Credit Risk,Risk & Compliance,Compliance Officer
2025-09-01,user_0498,2019-11-13,,Mexico,MLM,Sellers Growth,Marketplace,Lead
2025-07-01,user_0442,2022-08-16,2025-11-09,Argentina,MLA,Catalog,Marketplace,Analyst
2025-03-01,user_0447,2020-03-13,,Venezuela,MLV,Content,Marketing,Analyst
2025-09-01,user_0221,2021-11-03,,Mexico,MLM,Credit,Fintech,Risk Analyst
2025-12-01,user_0025,2023-03-10,,Brazil,MLB,Performance,Advertising,Account Manager
2025-03-01,user_0230,2018-06-02,,Uruguay,MLU,Buyers Experience,Marketplace,Lead
2025-08-01,user_0007,2022-02-03,,United States,USA,Data Engineering,IT,DevOps Engineer
2025-11-01,user_0756,2022-01-24,2025-11-24,Brazil,MLB,Insurance,Fintech,Manager
2025-10-01,user_0285,2023-07-24,,Argentina,MLA,Security,IT,Analyst
2025-02-01,user_0039,2020-12-08,,Venezuela,MLV,GMV Analytics,Marketplace,Senior Analyst
2025-08-01,user_0504,2018-06-27,,Brazil,MLB,Compensation,People,Manager
2025-06-01,user_0703,2022-07-05,,Mexico,MLM,Product Design,Products,UX Designer
2025-11-01,user_0200,2024-11-21,,Brazil,MLB,Product Management,Products,UX Designer
2025-08-01,user_0522,2022-08-17,,Argentina,MLA,Infrastructure,IT,Software Engineer
2025-03-01,user_0163,2018-03-16,,Brazil,MLB,Digital Marketing,Marketing,Specialist
2025-08-01,user_0442,2022-08-16,2025-11-09,Argentina,MLA,Catalog,Marketplace,Analyst
2025-02-01,user_0742,2022-12-16,,Chile,MLC,Publisher,Advertising,Senior Analyst
2025-03-01,user_0350,2019-06-20,,Chile,MLC,Logistics,Shipping,Manager
2025-07-01,user_0475,2024-02-14,,Brazil,MLB,Buyers Experience,Marketplace,Senior Analyst
2025-08-01,user_0087,2020-12-19,,Argentina,MLA,Product Design,Products,UX Designer
2025-03-01,user_0307,2022-04-22,,Mexico,MLM,Data Engineering,IT,DevOps Engineer
2025-07-01,user_0577,2022-10-16,,Colombia,MCO,Brand Strategy,Marketing,Specialist
2025-07-01,user_0512,2018-01-22,,Mexico,MLM,Product Design,Products,UX Designer
2025-11-01,user_0409,2022-09-11,,Brazil,MLB,Catalog,Marketplace,Manager
2025-08-01,user_0172,2021-07-29,,Argentina,MLA,Logistics,Shipping,Analyst
2025-08-01,user_0097,2019-06-21,,Mexico,MLM,Logistics,Shipping,Coordinator
2025-05-01,user_0364,2020-06-17,,Brazil,MLB,Product Management,Products,Product Manager
2025-08-01,user_0455,2023-11-12,2025-08-15,Chile,MLC,Treasury,Finance,Controller
2025-10-01,user_0753,2019-05-05,,Mexico,MLM,Last Mile,Shipping,Manager
2025-12-01,user_0506,2024-02-06,,Brazil,MLB,Digital Marketing,Marketing,Marketing Manager
2025-01-01,user_0023,2022-07-26,,Ecuador,MEC,AML,Risk & Compliance,Senior Analyst
2025-05-01,user_0562,2024-07-08,,Mexico,MLM,Operations,Shipping,Representative
2025-05-01,user_0360,2024-03-05,,Brazil,MLB,UX Research,Products,Product Analyst
2025-01-01,user_0063,2022-11-21,,Uruguay,MLU,Infrastructure,IT,DevOps Engineer
2025-04-01,user_0236,2018-01-28,,Brazil,MLB,SOX Compliance,Internal Audit,Senior Auditor
2025-07-01,user_0714,2019-03-28,,Mexico,MLM,CRM,Marketing,Specialist
2025-05-01,user_0548,2018-01-01,,Argentina,MLA,Last Mile,Shipping,Coordinator
2025-09-01,user_0188,2024-10-24,,Argentina,MLA,Infrastructure,IT,Data Engineer
2025-12-01,user_0407,2020-12-05,,Mexico,MLM,Last Mile,Shipping,Analyst
2025-01-01,user_0116,2019-06-23,2025-07-02,Chile,MLC,Fraud Prevention,Fintech,Analyst
2025-03-01,user_0745,2022-10-18,,Brazil,MLB,Payments,Fintech,Manager
2025-02-01,user_0028,2023-02-07,,Brazil,MLB,Catalog,Marketplace,Manager
2025-08-01,user_0059,2018-11-14,,Peru,MPE,Fraud Prevention,Fintech,Senior Analyst
2025-09-01,user_0248,2024-02-09,,United States,USA,Data Engineering,IT,Analyst
2025-06-01,user_0477,2021-11-09,,Brazil,MLB,Credit Risk,Risk & Compliance,Manager
2025-09-01,user_0595,2025-02-26,,Brazil,MLB,UX Research,Products,Product Analyst
2025-03-01,user_0760,2022-12-16,,Ecuador,MEC,Publisher,Advertising,Manager
2025-01-01,user_0315,2022-08-13,,Peru,MPE,Internal Audit,Internal Audit,Internal Auditor
2025-01-01,user_0749,2022-04-13,,Mexico,MLM,CRM,Marketing,Senior Analyst
2025-08-01,user_0167,2020-09-06,,Brazil,MLB,Last Mile,Shipping,Manager
2025-11-01,user_0332,2024-05-17,,Mexico,MLM,SOX Compliance,Internal Audit,Senior Auditor
2025-09-01,user_0649,2023-04-13,,Argentina,MLA,Logistics,Shipping,Manager
2025-10-01,user_0107,2023-06-22,,Chile,MLC,GMV Analytics,Marketplace,Senior Analyst
2025-11-01,user_0517,2024-03-01,,Argentina,MLA,Credit Risk,Risk & Compliance,Risk Analyst
2025-03-01,user_0749,2022-04-13,,Mexico,MLM,CRM,Marketing,Senior Analyst
2025-07-01,user_0370,2021-10-10,,Peru,MPE,L&D,People,Manager
2025-02-01,user_0604,2022-04-15,,Brazil,MLB,Fulfillment,Shipping,Coordinator
2025-05-01,user_0288,2021-08-27,,Argentina,MLA,Fraud Prevention,Fintech,Specialist
2025-06-01,user_0404,2019-12-11,,Peru,MPE,Talent Acquisition,People,Manager
2025-02-01,user_0770,2018-06-16,2025-10-11,Mexico,MLM,Publisher,Advertising,Manager
2025-05-01,user_0468,2021-04-29,,Argentina,MLA,Treasury,Finance,Controller
2025-01-01,user_0180,2023-03-19,,Argentina,MLA,GMV Analytics,Marketplace,Senior Analyst
2025-01-01,user_0301,2018-09-14,,Argentina,MLA,Buyers Experience,Marketplace,Senior Analyst
2025-12-01,user_0643,2019-02-07,,Colombia,MCO,Publisher,Advertising,Senior Analyst
2025-05-01,user_0715,2024-11-01,,Brazil,MLB,Credit Risk,Risk & Compliance,Compliance Officer
2025-03-01,user_0082,2022-01-18,,Colombia,MCO,Credit Risk,Risk & Compliance,Senior Analyst
2025-02-01,user_0021,2020-07-31,,Brazil,MLB,Insurance,Fintech,Analyst
2025-05-01,user_0265,2024-02-17,,Mexico,MLM,GMV Analytics,Marketplace,Senior Analyst
2025-07-01,user_0638,2025-03-18,,Mexico,MLM,GMV Analytics,Marketplace,Manager
2025-03-01,user_0329,2024-09-23,,Brazil,MLB,Payments,Fintech,Senior Analyst
2025-04-01,user_0556,2018-05-10,,Argentina,MLA,Security,IT,DevOps Engineer
2025-10-01,user_0515,2018-05-18,,Chile,MLC,Operations,Shipping,Supervisor
2025-08-01,user_0098,2018-02-26,,Chile,MLC,Legal,Legal & QA,Manager
2025-10-01,user_0746,2022-12-25,,Argentina,MLA,Fulfillment,Shipping,Supervisor
2025-11-01,user_0035,2024-02-04,,Uruguay,MLU,Treasury,Finance,Finance Manager
2025-03-01,user_0595,2025-02-26,,Brazil,MLB,UX Research,Products,Product Analyst
2025-04-01,user_0298,2019-03-24,,Brazil,MLB,Sellers Growth,Marketplace,Analyst
2025-02-01,user_0620,2022-04-23,,Brazil,MLB,Last Mile,Shipping,Representative
2025-05-01,user_0152,2019-08-28,,Mexico,MLM,Insurance,Fintech,Manager
2025-02-01,user_0289,2020-01-07,,Argentina,MLA,Buyers Experience,Marketplace,Lead
